order_id,store_id,order_date,total_amount,payment_method,customer_count
58,8,2021-01-03,298584.0,UPI,861
59,9,2021-01-03,323761.54,Debit Card,703
60,10,2021-01-03,212880.45,UPI,780
61,11,2021-01-03,607790.75,Debit Card,1423
62,12,2021-01-03,133589.49,Cash,863
63,13,2021-01-03,333401.72,Cash,1526
64,14,2021-01-03,266003.96,UPI,654
65,15,2021-01-03,143310.54,UPI,866
66,16,2021-01-03,268280.37,UPI,781
67,17,2021-01-03,258998.68,Cash,745
68,18,2021-01-03,102513.54,Cash,323
69,19,2021-01-03,85591.47,UPI,288
70,20,2021-01-03,47566.0,UPI,306
71,21,2021-01-03,307285.34,Credit Card,860
72,22,2021-01-03,103230.43,Wallet,312
73,23,2021-01-03,131172.45,Cash,673
74,24,2021-01-03,90964.01,UPI,281
75,25,2021-01-03,170656.02,UPI,799
76,1,2021-01-04,204423.83,UPI,493
77,2,2021-01-04,176208.13,Credit Card,644
78,3,2021-01-04,341936.96,UPI,1240
79,4,2021-01-04,126292.88,Credit Card,487
80,5,2021-01-04,83974.82,UPI,214
81,6,2021-01-04,176841.26,Credit Card,565
82,7,2021-01-04,315631.72,UPI,1048
83,8,2021-01-04,215787.0,UPI,652
84,9,2021-01-04,195780.81,UPI,638
85,10,2021-01-04,198993.43,Cash,598
86,11,2021-01-04,314230.06,Debit Card,1151
87,12,2021-01-04,192273.75,UPI,632
88,13,2021-01-04,204249.96,Cash,1096
89,14,2021-01-04,231094.31,Credit Card,588
90,15,2021-01-04,179605.69,Cash,503
91,16,2021-01-04,122735.56,Cash,636
92,17,2021-01-04,110728.26,UPI,542
93,18,2021-01-04,59821.47,Debit Card,231
94,19,2021-01-04,79850.85,Debit Card,259
95,20,2021-01-04,78338.4,UPI,196
96,21,2021-01-04,221657.71,Credit Card,633
97,22,2021-01-04,64890.0,UPI,246
98,23,2021-01-04,228798.66,UPI,545
99,24,2021-01-04,84545.73,UPI,205
100,25,2021-01-04,90763.5,UPI,531
101,1,2021-01-05,147251.98,UPI,531
102,2,2021-01-05,197902.4,Cash,631
103,3,2021-01-05,399101.83,Credit Card,1159
104,4,2021-01-05,158245.76,UPI,592
105,5,2021-01-05,83615.48,Cash,205
106,6,2021-01-05,183117.09,Cash,503
107,7,2021-01-05,414692.16,UPI,1159
108,8,2021-01-05,131783.82,Debit Card,490
109,9,2021-01-05,153812.12,Credit Card,488
110,10,2021-01-05,234844.06,Credit Card,527
111,11,2021-01-05,288915.7,UPI,1304
112,12,2021-01-05,214836.76,Credit Card,531
113,13,2021-01-05,314928.38,UPI,1258
114,14,2021-01-05,112356.57,UPI,640
115,15,2021-01-05,130142.75,UPI,643
116,16,2021-01-05,229870.58,Cash,636
117,17,2021-01-05,161949.08,UPI,622
118,18,2021-01-05,43700.93,Cash,259
119,19,2021-01-05,65858.98,Cash,230
120,20,2021-01-05,66096.7,UPI,209
121,21,2021-01-05,141952.51,Debit Card,557
122,22,2021-01-05,56096.59,Debit Card,210
123,23,2021-01-05,148124.48,UPI,577
124,24,2021-01-05,80618.01,Cash,198
125,25,2021-01-05,152544.85,Credit Card,638
126,1,2021-01-06,212514.57,UPI,444
127,2,2021-01-06,130499.78,UPI,519
128,3,2021-01-06,194503.98,UPI,1009
129,4,2021-01-06,205728.72,Cash,469
130,5,2021-01-06,42713.52,Cash,178
131,6,2021-01-06,174516.34,Cash,566
132,7,2021-01-06,362599.02,UPI,1085
133,8,2021-01-06,207381.6,UPI,556
134,9,2021-01-06,99391.96,Credit Card,437
135,10,2021-01-06,126548.36,Wallet,495
136,11,2021-01-06,403460.97,Debit Card,1068
137,12,2021-01-06,157670.24,Cash,540
138,13,2021-01-06,362447.84,Cash,1110
139,14,2021-01-06,133552.47,Credit Card,558
140,15,2021-01-06,109115.87,Debit Card,539
141,16,2021-01-06,173204.42,Cash,434
142,17,2021-01-06,144906.7,UPI,511
143,18,2021-01-06,54777.11,UPI,204
144,19,2021-01-06,46922.96,Cash,178
145,20,2021-01-06,45234.67,Cash,207
146,21,2021-01-06,165828.63,UPI,468
147,22,2021-01-06,40070.04,UPI,191
148,23,2021-01-06,227253.9,UPI,452
149,24,2021-01-06,65430.75,Cash,177
150,25,2021-01-06,203818.26,UPI,561
151,1,2021-01-07,144898.79,Cash,464
152,2,2021-01-07,120158.97,UPI,568
153,3,2021-01-07,165648.72,Cash,859
154,4,2021-01-07,175952.25,Debit Card,547
155,5,2021-01-07,87027.08,Cash,226
156,6,2021-01-07,188331.1,Cash,446
157,7,2021-01-07,360424.33,Cash,1098
158,8,2021-01-07,236930.08,Debit Card,483
159,9,2021-01-07,151479.28,Cash,558
160,10,2021-01-07,110068.47,UPI,528
161,11,2021-01-07,340556.16,Cash,927
162,12,2021-01-07,147660.64,Wallet,551
163,13,2021-01-07,300896.78,Cash,1007
164,14,2021-01-07,152597.62,UPI,504
165,15,2021-01-07,196223.71,UPI,547
166,16,2021-01-07,103749.94,Debit Card,455
167,17,2021-01-07,152860.43,UPI,458
168,18,2021-01-07,55578.3,Credit Card,202
169,19,2021-01-07,56797.05,Cash,224
170,20,2021-01-07,67887.84,Credit Card,213
171,21,2021-01-07,203174.1,UPI,564
172,22,2021-01-07,54351.65,UPI,184
173,23,2021-01-07,109385.95,Cash,515
174,24,2021-01-07,53635.89,Credit Card,214
175,25,2021-01-07,149373.31,Debit Card,501
176,1,2021-01-08,244465.97,Debit Card,607
177,2,2021-01-08,144249.89,UPI,543
178,3,2021-01-08,335490.37,Cash,1001
179,4,2021-01-08,139045.63,Credit Card,471
180,5,2021-01-08,61768.81,Credit Card,200
181,6,2021-01-08,198087.49,Credit Card,578
182,7,2021-01-08,297364.16,Cash,1180
183,8,2021-01-08,151804.01,Cash,483
184,9,2021-01-08,216622.62,UPI,600
185,10,2021-01-08,149037.18,Cash,500
186,11,2021-01-08,349805.51,Cash,1248
187,12,2021-01-08,203992.99,UPI,515
188,13,2021-01-08,237544.58,Wallet,1144
189,14,2021-01-08,171419.18,UPI,557
190,15,2021-01-08,220550.86,Cash,560
191,16,2021-01-08,178741.09,UPI,508
192,17,2021-01-08,190095.39,Cash,463
193,18,2021-01-08,69923.5,Cash,227
194,19,2021-01-08,47675.01,Cash,214
195,20,2021-01-08,82248.67,Wallet,223
196,21,2021-01-08,91644.31,Cash,503
197,22,2021-01-08,59990.79,UPI,194
198,23,2021-01-08,207844.55,UPI,579
199,24,2021-01-08,63783.75,Credit Card,194
200,25,2021-01-08,124465.02,Cash,534
201,1,2021-01-09,242449.7,Cash,657
202,2,2021-01-09,157621.4,Credit Card,653
203,3,2021-01-09,372729.53,UPI,1431
204,4,2021-01-09,242003.77,UPI,635
205,5,2021-01-09,52955.92,UPI,234
206,6,2021-01-09,150962.01,UPI,753
207,7,2021-01-09,538584.38,Cash,1332
208,8,2021-01-09,249290.95,UPI,660
209,9,2021-01-09,163512.4,Cash,765
210,10,2021-01-09,252168.05,UPI,623
211,11,2021-01-09,582273.21,Credit Card,1384
212,12,2021-01-09,171281.01,Cash,765
213,13,2021-01-09,329052.63,UPI,1185
214,14,2021-01-09,223301.88,UPI,644
215,15,2021-01-09,168682.75,UPI,745
216,16,2021-01-09,182650.51,Cash,642
217,17,2021-01-09,332399.35,Credit Card,730
218,18,2021-01-09,79556.24,Cash,295
219,19,2021-01-09,48598.4,UPI,253
220,20,2021-01-09,96193.24,Cash,246
221,21,2021-01-09,161057.2,UPI,694
222,22,2021-01-09,108449.1,Credit Card,271
223,23,2021-01-09,123239.74,Cash,602
224,24,2021-01-09,70076.16,UPI,230
225,25,2021-01-09,155609.16,UPI,600
226,1,2021-01-10,157422.58,Cash,679
227,2,2021-01-10,274128.46,UPI,728
228,3,2021-01-10,496756.5,Debit Card,1491
229,4,2021-01-10,142227.38,Cash,609
230,5,2021-01-10,39760.55,Cash,300
231,6,2021-01-10,134678.46,Credit Card,753
232,7,2021-01-10,543078.86,Wallet,1449
233,8,2021-01-10,143798.39,UPI,761
234,9,2021-01-10,162623.31,UPI,683
235,10,2021-01-10,218120.16,Cash,625
236,11,2021-01-10,284291.25,Cash,1532
237,12,2021-01-10,212337.64,Cash,598
238,13,2021-01-10,515375.28,Cash,1473
239,14,2021-01-10,198812.74,Debit Card,675
240,15,2021-01-10,190166.05,UPI,720
241,16,2021-01-10,133520.54,UPI,653
242,17,2021-01-10,173338.96,Cash,571
243,18,2021-01-10,76182.79,UPI,261
244,19,2021-01-10,83054.89,Cash,236
245,20,2021-01-10,75804.69,UPI,236
246,21,2021-01-10,228913.65,UPI,569
247,22,2021-01-10,75893.74,Credit Card,291
248,23,2021-01-10,273826.59,Cash,612
249,24,2021-01-10,65177.49,UPI,283
250,25,2021-01-10,209706.25,Credit Card,578
251,1,2021-01-11,134734.62,Cash,423
252,2,2021-01-11,107454.0,Cash,472
253,3,2021-01-11,309030.41,UPI,848
254,4,2021-01-11,167912.49,UPI,486
255,5,2021-01-11,89448.67,Cash,222
256,6,2021-01-11,67901.55,Cash,468
257,7,2021-01-11,222374.92,Credit Card,971
258,8,2021-01-11,119236.25,Debit Card,511
259,9,2021-01-11,110995.7,UPI,444
260,10,2021-01-11,137381.19,UPI,534
261,11,2021-01-11,234821.2,Credit Card,1047
262,12,2021-01-11,169605.95,Cash,465
263,13,2021-01-11,330688.38,UPI,895
264,14,2021-01-11,155540.8,UPI,508
265,15,2021-01-11,153832.28,Cash,538
266,16,2021-01-11,127833.7,Cash,493
267,17,2021-01-11,136524.31,UPI,492
268,18,2021-01-11,76996.33,UPI,219
269,19,2021-01-11,79527.52,UPI,214
270,20,2021-01-11,31881.36,Debit Card,225
271,21,2021-01-11,127514.49,Debit Card,439
272,22,2021-01-11,52960.9,UPI,187
273,23,2021-01-11,117879.4,Cash,446
274,24,2021-01-11,62409.58,Wallet,194
275,25,2021-01-11,187564.17,Cash,444
276,1,2021-01-12,162177.79,Cash,496
277,2,2021-01-12,130855.26,Credit Card,421
278,3,2021-01-12,470141.78,UPI,1074
279,4,2021-01-12,115312.21,UPI,500
280,5,2021-01-12,64322.57,Cash,224
281,6,2021-01-12,95693.28,Wallet,516
282,7,2021-01-12,318030.09,Cash,853
283,8,2021-01-12,177369.16,Cash,481
284,9,2021-01-12,83309.48,Cash,488
285,10,2021-01-12,157809.88,Cash,540
286,11,2021-01-12,306300.5,UPI,1103
287,12,2021-01-12,198225.19,UPI,449
288,13,2021-01-12,329015.95,UPI,868
289,14,2021-01-12,212131.93,Debit Card,469
290,15,2021-01-12,114440.57,Cash,459
291,16,2021-01-12,119337.44,UPI,486
292,17,2021-01-12,90613.62,UPI,488
293,18,2021-01-12,70096.2,Cash,191
294,19,2021-01-12,73627.37,Cash,227
295,20,2021-01-12,61332.57,UPI,191
296,21,2021-01-12,90067.31,Credit Card,556
297,22,2021-01-12,38683.22,UPI,217
298,23,2021-01-12,117822.19,Credit Card,492
299,24,2021-01-12,56915.36,Credit Card,185
300,25,2021-01-12,193501.28,Wallet,558
301,1,2021-01-13,183044.58,Credit Card,522
302,2,2021-01-13,127870.34,Wallet,421
303,3,2021-01-13,263634.18,UPI,1004
304,4,2021-01-13,150313.36,UPI,505
305,5,2021-01-13,36702.7,Cash,206
306,6,2021-01-13,113171.16,UPI,565
307,7,2021-01-13,171626.97,Wallet,860
308,8,2021-01-13,195361.98,Cash,544
309,9,2021-01-13,191499.39,UPI,526
310,10,2021-01-13,165589.68,Wallet,518
311,11,2021-01-13,339842.02,Credit Card,1113
312,12,2021-01-13,125298.34,UPI,550
313,13,2021-01-13,213199.87,Cash,1065
314,14,2021-01-13,153900.41,UPI,494
315,15,2021-01-13,124294.16,UPI,526
316,16,2021-01-13,150257.02,Cash,434
317,17,2021-01-13,112828.92,Wallet,550
318,18,2021-01-13,66273.38,Debit Card,209
319,19,2021-01-13,47164.5,UPI,223
320,20,2021-01-13,51864.93,Credit Card,177
321,21,2021-01-13,170702.94,Cash,503
322,22,2021-01-13,72367.52,UPI,168
323,23,2021-01-13,144811.68,UPI,438
324,24,2021-01-13,60901.65,Cash,191
325,25,2021-01-13,109937.95,Debit Card,421
326,1,2021-01-14,102080.8,Cash,532
327,2,2021-01-14,183787.16,Cash,453
328,3,2021-01-14,406833.62,Wallet,999
329,4,2021-01-14,191293.46,UPI,523
330,5,2021-01-14,75297.94,Debit Card,204
331,6,2021-01-14,132741.46,UPI,477
332,7,2021-01-14,397494.05,Wallet,1120
333,8,2021-01-14,182520.76,Cash,449
334,9,2021-01-14,179362.5,Credit Card,489
335,10,2021-01-14,102916.56,UPI,534
336,11,2021-01-14,318621.46,Cash,882
337,12,2021-01-14,187000.28,Credit Card,450
338,13,2021-01-14,432743.83,Debit Card,964
339,14,2021-01-14,105082.37,Cash,533
340,15,2021-01-14,112366.41,Cash,458
341,16,2021-01-14,184120.41,UPI,504
342,17,2021-01-14,220707.42,UPI,463
343,18,2021-01-14,47599.08,UPI,206
344,19,2021-01-14,61341.26,Cash,213
345,20,2021-01-14,48919.98,Wallet,182
346,21,2021-01-14,142293.07,Credit Card,512
347,22,2021-01-14,69198.44,Cash,196
348,23,2021-01-14,190886.38,Credit Card,525
349,24,2021-01-14,58297.72,UPI,226
350,25,2021-01-14,118855.05,Debit Card,541
351,1,2021-01-15,117158.73,Cash,557
352,2,2021-01-15,92452.86,UPI,478
353,3,2021-01-15,297451.48,UPI,1054
354,4,2021-01-15,178012.58,Credit Card,507
355,5,2021-01-15,81751.43,UPI,228
356,6,2021-01-15,139594.36,Wallet,599
357,7,2021-01-15,218750.53,UPI,1014
358,8,2021-01-15,180028.55,Credit Card,540
359,9,2021-01-15,183068.02,Debit Card,479
360,10,2021-01-15,152873.34,Cash,540
361,11,2021-01-15,435787.03,Credit Card,963
362,12,2021-01-15,215152.85,Wallet,473
363,13,2021-01-15,469129.33,Credit Card,1112
364,14,2021-01-15,175938.27,UPI,573
365,15,2021-01-15,174891.17,UPI,600
366,16,2021-01-15,116456.08,Credit Card,490
367,17,2021-01-15,109660.29,Cash,573
368,18,2021-01-15,102182.3,UPI,249
369,19,2021-01-15,75139.32,Cash,205
370,20,2021-01-15,65907.61,Cash,188
371,21,2021-01-15,217798.45,Cash,481
372,22,2021-01-15,53995.38,UPI,231
373,23,2021-01-15,163963.18,Wallet,614
374,24,2021-01-15,72104.73,Cash,248
375,25,2021-01-15,101384.26,Credit Card,591
376,1,2021-01-16,131574.69,Credit Card,687
377,2,2021-01-16,229954.46,UPI,680
378,3,2021-01-16,390748.06,Cash,1417
379,4,2021-01-16,129591.34,Cash,604
380,5,2021-01-16,98937.12,UPI,291
381,6,2021-01-16,219948.53,UPI,571
382,7,2021-01-16,253963.37,UPI,1391
383,8,2021-01-16,127610.73,Cash,671
384,9,2021-01-16,182427.77,Cash,682
385,10,2021-01-16,233652.05,UPI,718
386,11,2021-01-16,304202.04,Cash,1150
387,12,2021-01-16,285801.03,Credit Card,600
388,13,2021-01-16,254922.8,UPI,1303
389,14,2021-01-16,199579.73,UPI,692
390,15,2021-01-16,214316.97,Cash,676
391,16,2021-01-16,180361.87,Cash,697
392,17,2021-01-16,139743.62,UPI,720
393,18,2021-01-16,98907.5,UPI,292
394,19,2021-01-16,73548.81,UPI,228
395,20,2021-01-16,49060.36,Credit Card,297
396,21,2021-01-16,165114.03,Debit Card,608
397,22,2021-01-16,84425.1,Debit Card,257
398,23,2021-01-16,186779.74,Cash,619
399,24,2021-01-16,121775.69,UPI,260
400,25,2021-01-16,163426.14,Wallet,704
401,1,2021-01-17,184957.29,Cash,658
402,2,2021-01-17,166849.57,UPI,585
403,3,2021-01-17,238667.08,Cash,1290
404,4,2021-01-17,220962.91,Cash,710
405,5,2021-01-17,64274.56,Cash,273
406,6,2021-01-17,234911.68,UPI,676
407,7,2021-01-17,265938.86,Cash,1302
408,8,2021-01-17,241200.1,Credit Card,615
409,9,2021-01-17,179879.8,UPI,637
410,10,2021-01-17,166113.31,UPI,690
411,11,2021-01-17,606654.18,UPI,1148
412,12,2021-01-17,232838.83,UPI,570
413,13,2021-01-17,666768.45,Debit Card,1179
414,14,2021-01-17,261038.19,Debit Card,609
415,15,2021-01-17,251519.06,Cash,584
416,16,2021-01-17,262912.41,UPI,742
417,17,2021-01-17,240015.75,Cash,709
418,18,2021-01-17,63074.26,UPI,231
419,19,2021-01-17,80688.64,Debit Card,249
420,20,2021-01-17,70355.53,Cash,236
421,21,2021-01-17,175077.79,Cash,677
422,22,2021-01-17,73713.94,Credit Card,305
423,23,2021-01-17,223679.33,Cash,584
424,24,2021-01-17,57768.57,UPI,266
425,25,2021-01-17,173389.76,Cash,736
426,1,2021-01-18,140160.92,Cash,423
427,2,2021-01-18,198643.37,UPI,553
428,3,2021-01-18,368961.2,Cash,880
429,4,2021-01-18,156200.49,Credit Card,478
430,5,2021-01-18,67145.23,UPI,169
431,6,2021-01-18,107511.92,Cash,440
432,7,2021-01-18,340211.0,UPI,1113
433,8,2021-01-18,163613.6,UPI,421
434,9,2021-01-18,75271.96,Credit Card,540
435,10,2021-01-18,189799.4,Debit Card,429
436,11,2021-01-18,251440.91,Wallet,882
437,12,2021-01-18,227473.94,Cash,454
438,13,2021-01-18,323798.8,Cash,872
439,14,2021-01-18,131772.89,Credit Card,469
440,15,2021-01-18,124717.56,UPI,455
441,16,2021-01-18,97053.3,Credit Card,446
442,17,2021-01-18,110389.27,UPI,563
443,18,2021-01-18,60468.62,Credit Card,189
444,19,2021-01-18,63822.36,UPI,182
445,20,2021-01-18,44997.68,Cash,214
446,21,2021-01-18,132708.95,Credit Card,479
447,22,2021-01-18,45937.86,UPI,193
448,23,2021-01-18,180109.35,Wallet,495
449,24,2021-01-18,55133.66,UPI,207
450,25,2021-01-18,101841.96,Credit Card,423
451,1,2021-01-19,74458.41,UPI,463
452,2,2021-01-19,130074.62,Cash,492
453,3,2021-01-19,347479.36,UPI,1120
454,4,2021-01-19,90596.35,Wallet,457
455,5,2021-01-19,43185.61,Credit Card,170
456,6,2021-01-19,76318.99,UPI,466
457,7,2021-01-19,399691.07,UPI,911
458,8,2021-01-19,146607.31,Cash,470
459,9,2021-01-19,114528.78,UPI,468
460,10,2021-01-19,158967.04,UPI,552
461,11,2021-01-19,177998.11,UPI,1060
462,12,2021-01-19,155476.68,UPI,420
463,13,2021-01-19,156936.59,UPI,1078
464,14,2021-01-19,94578.13,UPI,514
465,15,2021-01-19,102098.38,Cash,434
466,16,2021-01-19,149750.36,UPI,422
467,17,2021-01-19,147249.97,UPI,559
468,18,2021-01-19,45646.78,UPI,203
469,19,2021-01-19,59917.32,UPI,180
470,20,2021-01-19,45600.17,Cash,203
471,21,2021-01-19,203362.17,Credit Card,534
472,22,2021-01-19,67416.95,Credit Card,216
473,23,2021-01-19,133275.06,UPI,488
474,24,2021-01-19,58317.61,Cash,188
475,25,2021-01-19,183156.13,Debit Card,471
476,1,2021-01-20,190434.09,UPI,543
477,2,2021-01-20,135239.21,Credit Card,517
478,3,2021-01-20,182921.75,Cash,880
479,4,2021-01-20,148011.76,UPI,499
480,5,2021-01-20,64887.35,UPI,197
481,6,2021-01-20,198379.6,Debit Card,510
482,7,2021-01-20,263045.86,Cash,1100
483,8,2021-01-20,109637.24,UPI,549
484,9,2021-01-20,114186.13,UPI,568
485,10,2021-01-20,118036.56,Cash,542
486,11,2021-01-20,425571.06,UPI,1128
487,12,2021-01-20,175092.92,UPI,555
488,13,2021-01-20,423252.77,UPI,1002
489,14,2021-01-20,176099.45,UPI,523
490,15,2021-01-20,110261.72,UPI,473
491,16,2021-01-20,180165.49,Cash,555
492,17,2021-01-20,156097.9,UPI,547
493,18,2021-01-20,79716.77,UPI,215
494,19,2021-01-20,36733.66,Cash,208
495,20,2021-01-20,35509.57,Debit Card,194
496,21,2021-01-20,201872.28,Cash,479
497,22,2021-01-20,70511.39,Debit Card,168
498,23,2021-01-20,87362.35,UPI,424
499,24,2021-01-20,64357.12,Cash,194
500,25,2021-01-20,152259.91,Credit Card,527
501,1,2021-01-21,166416.83,Credit Card,548
502,2,2021-01-21,164235.2,Cash,450
503,3,2021-01-21,425019.11,Debit Card,1045
504,4,2021-01-21,131781.91,Credit Card,495
505,5,2021-01-21,82328.5,UPI,206
506,6,2021-01-21,111938.61,Cash,550
507,7,2021-01-21,247201.21,Wallet,1091
508,8,2021-01-21,190592.96,Cash,542
509,9,2021-01-21,158208.56,Cash,515
510,10,2021-01-21,88878.57,Credit Card,531
511,11,2021-01-21,440716.02,UPI,969
512,12,2021-01-21,120249.66,Credit Card,535
513,13,2021-01-21,444862.2,UPI,1086
514,14,2021-01-21,200203.75,UPI,517
515,15,2021-01-21,193733.52,Debit Card,479
516,16,2021-01-21,184587.21,UPI,556
517,17,2021-01-21,91130.19,UPI,472
518,18,2021-01-21,31440.99,Debit Card,190
519,19,2021-01-21,33695.43,Cash,218
520,20,2021-01-21,54175.39,Debit Card,196
521,21,2021-01-21,188964.68,Debit Card,538
522,22,2021-01-21,72761.74,Cash,183
523,23,2021-01-21,119543.5,Wallet,519
524,24,2021-01-21,79468.67,UPI,214
525,25,2021-01-21,118990.38,UPI,559
526,1,2021-01-22,137117.88,UPI,588
527,2,2021-01-22,157166.4,UPI,580
528,3,2021-01-22,341356.36,Cash,932
529,4,2021-01-22,163434.35,Debit Card,609
530,5,2021-01-22,68870.31,Cash,210
531,6,2021-01-22,106262.85,UPI,495
532,7,2021-01-22,432073.26,UPI,1073
533,8,2021-01-22,195565.14,UPI,502
534,9,2021-01-22,111225.0,UPI,473
535,10,2021-01-22,179159.92,Cash,519
536,11,2021-01-22,309351.58,UPI,1090
537,12,2021-01-22,158082.34,Cash,515
538,13,2021-01-22,309997.92,Cash,1188
539,14,2021-01-22,126238.57,Cash,468
540,15,2021-01-22,146120.26,Credit Card,579
541,16,2021-01-22,182039.04,UPI,597
542,17,2021-01-22,135251.75,UPI,591
543,18,2021-01-22,98081.59,Credit Card,201
544,19,2021-01-22,66220.25,Debit Card,222
545,20,2021-01-22,59154.61,UPI,191
546,21,2021-01-22,126876.15,Cash,539
547,22,2021-01-22,77420.19,UPI,187
548,23,2021-01-22,185834.38,Cash,478
549,24,2021-01-22,38328.88,UPI,227
550,25,2021-01-22,143494.64,Credit Card,563
551,1,2021-01-23,152671.66,UPI,756
552,2,2021-01-23,235545.42,Debit Card,635
553,3,2021-01-23,457771.89,Credit Card,1327
554,4,2021-01-23,121122.1,UPI,737
555,5,2021-01-23,60720.55,UPI,288
556,6,2021-01-23,252586.95,UPI,643
557,7,2021-01-23,381681.92,UPI,1493
558,8,2021-01-23,248976.74,Cash,586
559,9,2021-01-23,236499.61,UPI,658
560,10,2021-01-23,209068.57,Cash,654
561,11,2021-01-23,548432.08,UPI,1234
562,12,2021-01-23,139705.38,Debit Card,600
563,13,2021-01-23,424717.5,UPI,1148
564,14,2021-01-23,270209.03,Credit Card,651
565,15,2021-01-23,143827.62,UPI,568
566,16,2021-01-23,190791.58,UPI,759
567,17,2021-01-23,223768.31,Cash,570
568,18,2021-01-23,84236.96,Cash,230
569,19,2021-01-23,50719.04,Cash,291
570,20,2021-01-23,96457.8,UPI,300
571,21,2021-01-23,201660.17,Credit Card,623
572,22,2021-01-23,99597.99,Wallet,257
573,23,2021-01-23,222421.59,Debit Card,616
574,24,2021-01-23,76742.58,Credit Card,284
575,25,2021-01-23,182520.17,Credit Card,758
576,1,2021-01-24,253224.29,UPI,721
577,2,2021-01-24,130671.02,Cash,720
578,3,2021-01-24,482752.85,Debit Card,1319
579,4,2021-01-24,301316.61,UPI,662
580,5,2021-01-24,74605.57,Cash,256
581,6,2021-01-24,148056.06,Cash,603
582,7,2021-01-24,595587.67,Cash,1262
583,8,2021-01-24,172025.89,UPI,593
584,9,2021-01-24,208708.46,Credit Card,648
585,10,2021-01-24,172026.88,Cash,629
586,11,2021-01-24,486179.3,UPI,1477
587,12,2021-01-24,177369.37,Cash,645
588,13,2021-01-24,459945.15,UPI,1463
589,14,2021-01-24,161789.6,UPI,733
590,15,2021-01-24,252688.84,Cash,609
591,16,2021-01-24,283116.77,Credit Card,592
592,17,2021-01-24,126116.33,Credit Card,628
593,18,2021-01-24,68092.94,Credit Card,261
594,19,2021-01-24,34295.54,Credit Card,229
595,20,2021-01-24,101974.4,Wallet,263
596,21,2021-01-24,94926.02,UPI,640
597,22,2021-01-24,53918.01,Cash,278
598,23,2021-01-24,165793.8,UPI,607
599,24,2021-01-24,43007.68,Wallet,258
600,25,2021-01-24,182498.1,Wallet,714
601,1,2021-01-25,111646.96,UPI,470
602,2,2021-01-25,134249.14,Cash,489
603,3,2021-01-25,338394.2,Wallet,879
604,4,2021-01-25,99928.42,Credit Card,486
605,5,2021-01-25,57362.02,Cash,185
606,6,2021-01-25,127420.22,UPI,523
607,7,2021-01-25,331162.85,Credit Card,1022
608,8,2021-01-25,101683.66,UPI,488
609,9,2021-01-25,116782.96,Debit Card,453
610,10,2021-01-25,161244.15,UPI,507
611,11,2021-01-25,378488.22,Cash,790
612,12,2021-01-25,141996.29,Credit Card,475
613,13,2021-01-25,379505.19,Wallet,917
614,14,2021-01-25,154279.83,Cash,469
615,15,2021-01-25,157268.54,Cash,430
616,16,2021-01-25,164629.69,Credit Card,400
