po_item_id,po_id,product_id,quantity,purchase_price
142,142,40,2206,55.1
143,143,115,2168,10.6
144,144,73,153,69.24
145,145,172,196,222.98
146,146,169,122,78.91
147,147,169,356,78.91
148,148,130,307,78.85
149,149,115,2181,10.6
150,150,139,963,24.64
151,151,22,117,48.88
152,152,115,800,10.6
153,153,109,1149,243.71
154,154,118,1521,28.3
155,155,169,325,78.91
156,156,169,638,78.91
157,157,172,1094,222.98
158,158,181,536,103.51
159,159,7,329,40.37
160,160,121,1611,19.83
161,161,46,1738,85.72
162,162,169,638,78.91
163,163,148,625,113.54
164,164,34,784,43.5
165,165,55,854,25.1
166,166,112,463,81.22
167,167,121,3070,19.83
168,168,31,1724,66.95
169,169,94,4487,44.46
170,170,169,330,78.91
171,171,181,266,103.51
172,172,115,2168,10.6
173,173,169,313,78.91
174,174,16,570,13.43
175,175,73,160,69.24
176,176,172,196,222.98
177,177,97,466,24.68
178,178,169,126,78.91
179,179,181,114,103.51
180,180,169,356,78.91
181,181,130,307,78.85
182,182,115,2181,10.6
183,183,139,989,24.64
184,184,22,119,48.88
185,185,169,325,78.91
186,186,169,638,78.91
187,187,172,1094,222.98
188,188,181,550,103.51
189,189,76,381,78.28
190,190,7,333,40.37
191,191,121,1656,19.83
192,192,46,1738,85.72
193,193,169,638,78.91
194,194,181,538,103.51
195,195,148,625,113.54
196,196,31,853,66.95
197,197,34,784,43.5
198,198,55,869,25.1
199,199,112,463,81.22
200,200,31,836,66.95
201,201,31,1724,66.95
202,202,94,4487,44.46
203,203,181,266,103.51
204,204,115,2235,10.6
205,205,169,313,78.91
206,206,88,1544,13.61
207,207,16,570,13.43
208,208,73,167,69.24
209,209,172,196,222.98
210,210,97,466,24.68
211,211,142,308,30.95
212,212,169,129,78.91
213,213,181,114,103.51
214,214,130,307,78.85
215,215,4,766,106.29
216,216,115,2181,10.6
217,217,139,989,24.64
218,218,22,119,48.88
219,219,106,695,41.08
220,220,172,192,222.98
221,221,31,857,66.95
222,222,169,325,78.91
223,223,49,1766,86.8
224,224,169,638,78.91
225,225,172,1094,222.98
226,226,181,550,103.51
227,227,76,381,78.28
228,228,109,1091,243.71
229,229,7,333,40.37
230,230,109,390,243.71
231,231,121,1656,19.83
232,232,151,1080,86.28
233,233,169,638,78.91
234,234,181,538,103.51
235,235,145,771,55.47
236,236,148,647,113.54
237,237,31,873,66.95
238,238,34,810,43.5
239,239,55,869,25.1
240,240,112,474,81.22
241,241,31,836,66.95
242,242,172,510,222.98
243,243,31,1724,66.95
244,244,124,767,42.87
245,245,34,787,43.5
246,246,181,275,103.51
247,247,115,2235,10.6
248,248,169,313,78.91
249,249,37,786,39.98
250,250,88,1544,13.61
251,251,16,570,13.43
252,252,172,196,222.98
253,253,97,466,24.68
254,254,142,308,30.95
255,255,169,134,78.91
256,256,181,114,103.51
257,257,61,383,40.93
258,258,4,766,106.29
259,259,61,1080,40.93
260,260,115,2181,10.6
261,261,136,383,168.0
262,262,139,989,24.64
263,263,16,580,13.43
264,264,22,120,48.88
265,265,106,695,41.08
266,266,172,198,222.98
267,267,31,857,66.95
268,268,22,321,48.88
269,269,28,1558,34.63
270,270,169,325,78.91
271,271,49,1818,86.8
272,272,112,958,81.22
273,273,169,638,78.91
274,274,172,1094,222.98
275,275,181,550,103.51
276,276,76,381,78.28
277,277,109,1091,243.71
278,278,124,773,42.87
279,279,7,333,40.37
280,280,109,411,243.71
281,281,154,311,42.32
282,282,166,153,138.67
283,283,121,1656,19.83
284,284,22,575,48.88
285,285,151,1127,86.28
286,286,169,638,78.91
287,287,181,538,103.51
288,288,64,542,132.94
289,289,145,771,55.47
290,290,148,647,113.54
291,291,31,873,66.95
292,292,34,851,43.5
293,293,88,1560,13.61
294,294,112,474,81.22
295,295,58,2355,33.9
296,296,16,1571,13.43
297,297,31,836,66.95
298,298,172,510,222.98
299,299,31,1796,66.95
300,300,124,802,42.87
301,301,34,787,43.5
302,302,103,1870,10.76
303,303,181,275,103.51
304,304,58,1105,33.9
305,305,127,390,51.13
306,306,169,327,78.91
307,307,37,786,39.98
308,308,88,1544,13.61
309,309,16,570,13.43
310,310,160,307,133.73
311,311,172,196,222.98
312,312,79,462,69.27
313,313,97,466,24.68
314,314,19,315,10.65
315,315,142,308,30.95
316,316,169,134,78.91
317,317,172,190,222.98
318,318,181,114,103.51
319,319,43,696,155.95
320,320,49,307,86.8
321,321,61,383,40.93
322,322,4,766,106.29
323,323,61,1124,40.93
324,324,115,2181,10.6
325,325,136,383,168.0
326,326,139,1018,24.64
327,327,16,580,13.43
328,328,106,695,41.08
329,329,172,206,222.98
330,330,31,857,66.95
331,331,22,321,48.88
332,332,28,1558,34.63
333,333,169,325,78.91
334,334,7,1767,40.37
335,335,49,1818,86.8
336,336,79,2661,69.27
337,337,112,995,81.22
338,338,169,638,78.91
339,339,172,1133,222.98
340,340,34,787,43.5
341,341,76,381,78.28
342,342,88,1570,13.61
343,343,109,1132,243.71
344,344,124,773,42.87
345,345,148,609,113.54
346,346,7,333,40.37
347,347,55,305,25.1
348,348,109,411,243.71
349,349,154,311,42.32
350,350,166,153,138.67
351,351,22,592,48.88
352,352,151,1127,86.28
353,353,169,638,78.91
354,354,181,538,103.51
355,355,40,2153,55.1
356,356,64,542,132.94
357,357,31,873,66.95
358,358,16,1536,13.43
359,359,34,874,43.5
360,360,88,1632,13.61
361,361,112,474,81.22
362,362,58,2355,33.9
363,363,100,4026,26.43
364,364,4,777,106.29
365,365,16,1571,13.43
366,366,31,836,66.95
367,367,109,1117,243.71
368,368,169,307,78.91
369,369,172,510,222.98
370,370,31,1796,66.95
371,371,73,853,69.24
372,372,124,802,42.87
373,373,34,787,43.5
374,374,103,1870,10.76
375,375,151,497,86.28
376,376,58,1161,33.9
377,377,127,390,51.13
378,378,169,327,78.91
379,379,37,786,39.98
380,380,76,384,78.28
381,381,88,1544,13.61
382,382,16,594,13.43
383,383,160,318,133.73
384,384,79,462,69.27
385,385,97,479,24.68
386,386,127,155,51.13
387,387,19,315,10.65
388,388,82,457,24.78
389,389,169,135,78.91
390,390,172,201,222.98
391,391,181,121,103.51
392,392,43,736,155.95
393,393,106,1888,41.08
394,394,49,307,86.8
395,395,61,383,40.93
396,396,4,766,106.29
397,397,22,305,48.88
398,398,61,1124,40.93
399,399,136,383,168.0
400,400,139,1048,24.64
401,401,16,580,13.43
402,402,106,695,41.08
403,403,172,206,222.98
404,404,31,857,66.95
405,405,22,321,48.88
406,406,28,1602,34.63
407,407,169,325,78.91
408,408,178,272,353.84
409,409,7,1833,40.37
410,410,49,1818,86.8
411,411,79,2757,69.27
412,412,103,4025,10.76
413,413,112,995,81.22
414,414,34,787,43.5
415,415,55,837,25.1
416,416,88,1637,13.61
417,417,109,1132,243.71
418,418,124,773,42.87
419,419,148,609,113.54
420,420,7,342,40.37
421,421,55,305,25.1
422,422,109,426,243.71
423,423,154,311,42.32
424,424,166,153,138.67
425,425,187,116,15.92
426,426,43,690,155.95
427,427,22,592,48.88
428,428,94,4037,44.46
429,429,151,1127,86.28
430,430,169,638,78.91
431,431,40,2153,55.1
432,432,64,559,132.94
433,433,31,890,66.95
434,434,154,785,42.32
435,435,178,266,353.84
436,436,184,308,85.76
437,437,16,1536,13.43
438,438,34,874,43.5
439,439,88,1692,13.61
440,440,112,474,81.22
441,441,58,2355,33.9
442,442,100,4026,26.43
443,443,178,544,353.84
444,444,4,777,106.29
445,445,16,1621,13.43
446,446,31,836,66.95
447,447,109,1166,243.71
448,448,130,842,78.85
449,449,169,323,78.91
450,450,172,525,222.98
451,451,31,1796,66.95
452,452,73,853,69.24
453,453,166,779,138.67
454,454,100,1866,26.43
455,455,124,821,42.87
456,456,34,787,43.5
457,457,103,1925,10.76
458,458,151,515,86.28
459,459,19,693,10.65
460,460,58,1161,33.9
461,461,127,390,51.13
462,462,169,327,78.91
463,463,37,786,39.98
464,464,76,384,78.28
465,465,85,1531,16.99
466,466,88,1544,13.61
467,467,16,594,13.43
468,468,151,191,86.28
469,469,160,318,133.73
470,470,28,580,34.63
471,471,46,307,85.72
472,472,79,462,69.27
473,473,97,489,24.68
474,474,127,155,51.13
475,475,154,307,42.32
476,476,4,306,106.29
477,477,19,315,10.65
478,478,82,457,24.78
479,479,148,229,113.54
480,480,169,135,78.91
481,481,172,201,222.98
482,482,43,736,155.95
483,483,106,1888,41.08
484,484,49,322,86.8
485,485,61,394,40.93
486,486,73,157,69.24
487,487,127,154,51.13
488,488,4,766,106.29
489,489,22,305,48.88
490,490,61,1124,40.93
491,491,127,382,51.13
492,492,136,383,168.0
493,493,16,580,13.43
494,494,172,206,222.98
495,495,28,1602,34.63
496,496,49,770,86.8
497,497,172,506,222.98
498,498,178,272,353.84
499,499,7,1905,40.37
500,500,79,2757,69.27
501,501,103,4025,10.76
502,502,112,1019,81.22
503,503,187,575,15.92
504,504,34,787,43.5
505,505,55,872,25.1
506,506,88,1637,13.61
507,507,148,637,113.54
508,508,55,313,25.1
509,509,145,306,55.47
510,510,154,311,42.32
511,511,166,155,138.67
512,512,187,119,15.92
513,513,43,690,155.95
514,514,58,2320,33.9
515,515,94,4037,44.46
516,516,151,1127,86.28
517,517,169,638,78.91
518,518,178,537,353.84
519,519,40,2237,55.1
520,520,64,559,132.94
521,521,37,791,39.98
522,522,112,463,81.22
523,523,154,810,42.32
524,524,169,306,78.91
525,525,178,275,353.84
526,526,184,308,85.76
527,527,16,1536,13.43
528,528,34,874,43.5
529,529,88,1692,13.61
530,530,28,3101,34.63
531,531,100,4026,26.43
532,532,178,544,353.84
533,533,4,801,106.29
534,534,16,1663,13.43
535,535,25,3427,44.76
536,536,76,387,78.28
537,537,109,1166,243.71
538,538,130,842,78.85
539,539,169,351,78.91
540,540,172,525,222.98
541,541,31,1849,66.95
542,542,73,894,69.24
543,543,91,4129,55.77
544,544,166,779,138.67
545,545,100,1938,26.43
546,546,124,821,42.87
547,547,163,761,41.13
548,548,34,811,43.5
549,549,43,687,155.95
550,550,103,1925,10.76
551,551,115,2112,10.6
552,552,151,515,86.28
553,553,19,693,10.65
554,554,58,1187,33.9
555,555,127,390,51.13
556,556,133,382,52.43
557,557,169,327,78.91
558,558,4,792,106.29
559,559,37,786,39.98
560,560,76,384,78.28
561,561,85,1531,16.99
562,562,88,1544,13.61
563,563,151,191,86.28
564,564,28,580,34.63
565,565,46,307,85.72
566,566,79,462,69.27
567,567,127,157,51.13
568,568,154,307,42.32
569,569,172,196,222.98
570,570,4,306,106.29
571,571,19,315,10.65
572,572,82,457,24.78
573,573,148,238,113.54
574,574,172,207,222.98
575,575,43,736,155.95
576,576,106,1888,41.08
577,577,28,574,34.63
578,578,49,322,86.8
579,579,61,394,40.93
580,580,73,157,69.24
581,581,118,576,28.3
582,582,127,154,51.13
583,583,4,792,106.29
584,584,22,315,48.88
585,585,61,1124,40.93
586,586,127,382,51.13
587,587,136,394,168.0
588,588,151,494,86.28
589,589,16,598,13.43
590,590,43,235,155.95
591,591,70,382,34.87
592,592,91,711,55.77
593,593,172,206,222.98
594,594,37,784,39.98
595,595,70,1078,34.87
596,596,148,616,113.54
597,597,4,770,106.29
598,598,28,1602,34.63
599,599,49,770,86.8
600,600,55,840,25.1
601,601,109,1101,243.71
602,602,172,523,222.98
603,603,178,272,353.84
604,604,7,1905,40.37
605,605,16,3426,13.43
606,606,31,1759,66.95
607,607,82,2718,24.78
608,608,112,1049,81.22
609,609,187,575,15.92
610,610,34,787,43.5
611,611,55,901,25.1
612,612,88,1683,13.61
613,613,148,637,113.54
614,614,175,270,165.47
615,615,13,574,18.61
616,616,55,313,25.1
617,617,145,306,55.47
618,618,154,311,42.32
619,619,166,161,138.67
620,620,187,119,15.92
621,621,43,690,155.95
622,622,58,2390,33.9
623,623,94,4213,44.46
624,624,178,537,353.84
625,625,64,575,132.94
626,626,37,791,39.98
627,627,112,478,81.22
628,628,154,822,42.32
629,629,169,306,78.91
630,630,178,275,353.84
631,631,184,308,85.76
632,632,16,1536,13.43
633,633,34,874,43.5
634,634,160,772,133.73
635,635,28,3101,34.63
636,636,100,4026,26.43
637,637,178,559,353.84
638,638,4,801,106.29
639,639,16,1663,13.43
640,640,25,3427,44.76
641,641,76,399,78.28
642,642,109,1166,243.71
643,643,130,842,78.85
644,644,169,351,78.91
645,645,172,525,222.98
646,646,73,931,69.24
647,647,91,4129,55.77
648,648,166,807,138.67
649,649,187,575,15.92
650,650,97,1252,24.68
651,651,100,1996,26.43
652,652,124,840,42.87
653,653,163,761,41.13
654,654,34,843,43.5
655,655,43,709,155.95
656,656,115,2112,10.6
657,657,133,381,52.43
658,658,151,526,86.28
659,659,19,693,10.65
660,660,127,390,51.13
661,661,133,402,52.43
662,662,151,495,86.28
663,663,169,327,78.91
664,664,4,792,106.29
665,665,37,786,39.98
666,666,76,384,78.28
667,667,85,1531,16.99
668,668,151,191,86.28
669,669,28,580,34.63
670,670,46,317,85.72
671,671,79,462,69.27
672,672,115,779,10.6
673,673,127,157,51.13
674,674,139,393,24.64
675,675,154,315,42.32
676,676,172,196,222.98
677,677,4,314,106.29
678,678,19,315,10.65
679,679,82,457,24.78
680,680,148,238,113.54
681,681,172,213,222.98
682,682,31,848,66.95
683,683,43,736,155.95
684,684,106,1888,41.08
685,685,28,574,34.63
686,686,40,776,55.1
687,687,49,334,86.8
688,688,61,394,40.93
689,689,73,157,69.24
690,690,94,696,44.46
691,691,118,576,28.3
692,692,127,154,51.13
693,693,61,1124,40.93
694,694,109,1101,243.71
695,695,127,382,51.13
696,696,151,494,86.28
697,697,163,775,41.13
698,698,43,235,155.95
699,699,70,382,34.87
700,700,91,711,55.77
701,701,37,784,39.98
702,702,70,1078,34.87
703,703,115,2120,10.6
704,704,148,616,113.54
705,705,16,1526,13.43
706,706,40,2095,55.1
707,707,91,1830,55.77
708,708,4,770,106.29
709,709,49,770,86.8
710,710,55,840,25.1
711,711,109,1101,243.71
712,712,172,551,222.98
713,713,178,282,353.84
714,714,7,1905,40.37
715,715,16,3426,13.43
716,716,31,1759,66.95
717,717,82,2718,24.78
718,718,112,1049,81.22
719,719,187,575,15.92
720,720,34,822,43.5
721,721,55,901,25.1
722,722,175,270,165.47
723,723,13,574,18.61
724,724,145,315,55.47
725,725,166,161,138.67
726,726,187,119,15.92
727,727,43,713,155.95
728,728,37,1523,39.98
729,729,40,4292,55.1
730,730,58,2390,33.9
731,731,88,3387,13.61
732,732,91,4083,55.77
733,733,142,1736,30.95
734,734,178,537,353.84
735,735,64,589,132.94
736,736,157,494,63.44
737,737,37,791,39.98
738,738,112,493,81.22
739,739,154,822,42.32
740,740,169,306,78.91
741,741,178,275,353.84
742,742,34,900,43.5
743,743,58,1086,33.9
744,744,73,403,69.24
745,745,160,795,133.73
746,746,28,3101,34.63
747,747,178,579,353.84
748,748,181,548,103.51
749,749,4,801,106.29
750,750,22,308,48.88
751,751,25,3515,44.76
752,752,76,399,78.28
753,753,109,1166,243.71
754,754,130,842,78.85
755,755,157,505,63.44
756,756,169,351,78.91
757,757,172,542,222.98
758,758,181,275,103.51
759,759,73,931,69.24
760,760,91,4129,55.77
761,761,166,807,138.67
762,762,187,591,15.92
763,763,97,1284,24.68
764,764,100,1996,26.43
765,765,163,761,41.13
766,766,166,387,138.67
767,767,34,843,43.5
768,768,43,709,155.95
769,769,115,2112,10.6
770,770,133,381,52.43
771,771,151,526,86.28
772,772,19,711,10.65
773,773,127,390,51.13
774,774,133,415,52.43
775,775,151,495,86.28
776,776,4,817,106.29
777,777,76,384,78.28
778,778,85,1531,16.99
779,779,172,517,222.98
780,780,151,191,86.28
781,781,28,580,34.63
782,782,46,317,85.72
783,783,79,462,69.27
784,784,115,800,10.6
785,785,127,157,51.13
786,786,139,407,24.64
787,787,154,315,42.32
788,788,172,196,222.98
789,789,4,322,106.29
790,790,16,571,13.43
791,791,19,321,10.65
792,792,172,224,222.98
793,793,31,848,66.95
794,794,106,1940,41.08
795,795,28,574,34.63
796,796,40,776,55.1
797,797,49,334,86.8
798,798,61,394,40.93
799,799,94,696,44.46
800,800,100,699,26.43
801,801,118,576,28.3
802,802,127,154,51.13
803,803,61,1124,40.93
804,804,100,1881,26.43
805,805,109,1149,243.71
806,806,127,382,51.13
807,807,151,514,86.28
808,808,163,775,41.13
809,809,43,235,155.95
810,810,70,397,34.87
811,811,91,735,55.77
812,812,37,784,39.98
813,813,70,1110,34.87
814,814,103,1824,10.76
815,815,115,2120,10.6
816,816,148,616,113.54
817,817,16,1577,13.43
818,818,40,2095,55.1
819,819,91,1914,55.77
820,820,163,774,41.13
821,821,4,770,106.29
822,822,49,770,86.8
823,823,55,840,25.1
824,824,109,1101,243.71
825,825,172,551,222.98
826,826,178,282,353.84
827,827,7,1905,40.37
828,828,16,3561,13.43
829,829,31,1759,66.95
830,830,55,1844,25.1
831,831,82,2806,24.78
832,832,112,1049,81.22
833,833,187,575,15.92
834,834,34,822,43.5
835,835,172,500,222.98
836,836,175,270,165.47
837,837,13,595,18.61
838,838,91,687,55.77
839,839,166,161,138.67
840,840,187,119,15.92
841,841,37,787,39.98
842,842,43,713,155.95
843,843,52,855,37.54
844,844,28,3100,34.63
845,845,37,1523,39.98
846,846,40,4292,55.1
847,847,58,2468,33.9
848,848,88,3539,13.61
849,849,91,4083,55.77
850,850,142,1736,30.95
851,851,178,537,353.84
852,852,43,699,155.95
853,853,64,602,132.94
854,854,85,1591,16.99
855,855,109,1087,243.71
856,856,157,506,63.44
857,857,37,791,39.98
858,858,112,511,81.22
859,859,133,383,52.43
860,860,154,822,42.32
861,861,169,306,78.91
862,862,178,275,353.84
863,863,10,1520,15.85
864,864,58,1141,33.9
865,865,73,403,69.24
866,866,28,3101,34.63
867,867,157,1095,63.44
868,868,178,603,353.84
869,869,181,570,103.51
870,870,4,801,106.29
871,871,22,318,48.88
872,872,76,399,78.28
873,873,130,842,78.85
874,874,145,768,55.47
875,875,157,505,63.44
876,876,169,360,78.91
877,877,181,275,103.51
878,878,91,4129,55.77
879,879,106,4065,41.08
880,880,166,807,138.67
881,881,175,546,165.47
882,882,187,620,15.92
883,883,37,787,39.98
884,884,55,842,25.1
885,885,97,1284,24.68
886,886,100,2067,26.43
887,887,163,761,41.13
888,888,166,394,138.67
889,889,175,274,165.47
890,890,187,306,15.92
891,891,34,843,43.5
892,892,43,709,155.95
893,893,115,2112,10.6
894,894,133,381,52.43
895,895,139,973,24.64
896,896,169,304,78.91
897,897,19,711,10.65
898,898,34,775,43.5
899,899,133,415,52.43
900,900,151,509,86.28
901,901,4,817,106.29
902,902,76,384,78.28
903,903,85,1531,16.99
904,904,172,546,222.98
905,905,151,191,86.28
906,906,28,580,34.63
907,907,115,800,10.6
908,908,127,157,51.13
909,909,139,407,24.64
910,910,154,315,42.32
911,911,172,196,222.98
912,912,4,329,106.29
913,913,16,571,13.43
914,914,97,457,24.68
915,915,172,224,222.98
916,916,187,114,15.92
917,917,31,889,66.95
918,918,106,1940,41.08
919,919,28,574,34.63
920,920,37,306,39.98
921,921,40,776,55.1
922,922,61,403,40.93
923,923,94,734,44.46
924,924,100,717,26.43
925,925,127,159,51.13
926,926,1,766,55.17
927,927,19,687,10.65
928,928,100,1881,26.43
929,929,109,1199,243.71
930,930,127,382,51.13
931,931,151,536,86.28
932,932,163,775,41.13
933,933,37,304,39.98
934,934,43,235,155.95
935,935,70,414,34.87
936,936,91,735,55.77
937,937,169,120,78.91
938,938,187,116,15.92
939,939,37,813,39.98
940,940,70,1110,34.87
941,941,103,1824,10.76
942,942,115,2120,10.6
943,943,148,616,113.54
944,944,163,774,41.13
945,945,16,1639,13.43
946,946,91,1914,55.77
947,947,163,774,41.13
948,948,4,770,106.29
949,949,34,771,43.5
950,950,49,770,86.8
951,951,55,884,25.1
952,952,109,1101,243.71
953,953,145,772,55.47
954,954,163,792,41.13
955,955,172,551,222.98
956,956,178,282,353.84
957,957,7,1905,40.37
958,958,16,3693,13.43
959,959,31,1759,66.95
960,960,55,1844,25.1
961,961,82,2806,24.78
962,962,112,1049,81.22
963,963,130,1832,78.85
964,964,142,1714,30.95
965,965,151,1107,86.28
966,966,187,575,15.92
967,967,34,822,43.5
968,968,172,522,222.98
969,969,175,279,165.47
970,970,13,595,18.61
971,971,91,708,55.77
972,972,148,237,113.54
973,973,166,161,138.67
974,974,187,119,15.92
975,975,37,811,39.98
976,976,52,893,37.54
977,977,28,3100,34.63
978,978,37,1523,39.98
979,979,88,3539,13.61
980,980,91,4083,55.77
981,981,109,2299,243.71
982,982,142,1736,30.95
983,983,178,537,353.84
984,984,34,793,43.5
985,985,43,722,155.95
986,986,64,629,132.94
987,987,85,1591,16.99
988,988,109,1135,243.71
989,989,157,519,63.44
990,990,16,1568,13.43
991,991,37,791,39.98
992,992,112,511,81.22
993,993,133,383,52.43
994,994,169,306,78.91
995,995,172,495,222.98
996,996,178,275,353.84
997,997,10,1520,15.85
998,998,28,1549,34.63
999,999,58,1141,33.9
1000,1000,70,1067,34.87
1001,1001,121,1549,19.83
1002,1002,70,2331,34.87
1003,1003,112,970,81.22
1004,1004,157,1095,63.44
1005,1005,172,1086,222.98
1006,1006,178,624,353.84
1007,1007,181,593,103.51
1008,1008,1,761,55.17
1009,1009,4,801,106.29
1010,1010,67,1067,17.77
1011,1011,145,768,55.47
1012,1012,157,505,63.44
1013,1013,169,360,78.91
1014,1014,181,275,103.51
1015,1015,91,4129,55.77
1016,1016,106,4065,41.08
1017,1017,124,1543,42.87
1018,1018,175,546,165.47
1019,1019,184,589,85.76
1020,1020,187,620,15.92
1021,1021,37,787,39.98
1022,1022,55,880,25.1
1023,1023,97,1334,24.68
1024,1024,100,2067,26.43
1025,1025,118,1558,28.3
1026,1026,163,761,41.13
1027,1027,166,394,138.67
1028,1028,175,274,165.47
1029,1029,187,319,15.92
1030,1030,43,709,155.95
1031,1031,85,1581,16.99
1032,1032,115,2112,10.6
1033,1033,133,381,52.43
1034,1034,139,998,24.64
1035,1035,169,323,78.91
1036,1036,187,312,15.92
1037,1037,19,711,10.65
1038,1038,34,807,43.5
1039,1039,121,1528,19.83
1040,1040,133,434,52.43
1041,1041,139,968,24.64
1042,1042,151,509,86.28
1043,1043,4,817,106.29
1044,1044,10,1535,15.85
1045,1045,172,546,222.98
1046,1046,22,118,48.88
1047,1047,124,313,42.87
1048,1048,151,191,86.28
1049,1049,169,115,78.91
1050,1050,28,580,34.63
1051,1051,55,307,25.1
1052,1052,61,382,40.93
1053,1053,115,800,10.6
1054,1054,139,416,24.64
1055,1055,154,327,42.32
1056,1056,172,203,222.98
1057,1057,4,329,106.29
1058,1058,16,571,13.43
1059,1059,31,308,66.95
1060,1060,34,309,43.5
1061,1061,97,474,24.68
1062,1062,100,714,26.43
1063,1063,166,155,138.67
1064,1064,172,225,222.98
1065,1065,187,114,15.92
1066,1066,13,1584,18.61
1067,1067,31,922,66.95
1068,1068,94,1829,44.46
1069,1069,154,777,42.32
1070,1070,28,574,34.63
1071,1071,37,306,39.98
1072,1072,40,811,55.1
1073,1073,94,734,44.46
1074,1074,100,748,26.43
1075,1075,1,766,55.17
1076,1076,19,714,10.65
1077,1077,100,1881,26.43
1078,1078,109,1199,243.71
1079,1079,151,536,86.28
1080,1080,163,807,41.13
1081,1081,175,272,165.47
1082,1082,19,311,10.65
1083,1083,37,304,39.98
1084,1084,43,235,155.95
1085,1085,70,414,34.87
1086,1086,91,735,55.77
1087,1087,169,120,78.91
1088,1088,187,116,15.92
1089,1089,37,813,39.98
1090,1090,55,839,25.1
1091,1091,103,1896,10.76
1092,1092,115,2190,10.6
1093,1093,163,774,41.13
1094,1094,16,1639,13.43
1095,1095,91,1914,55.77
1096,1096,4,770,106.29
1097,1097,34,809,43.5
1098,1098,109,1101,243.71
1099,1099,145,798,55.47
1100,1100,163,824,41.13
1101,1101,172,551,222.98
1102,1102,178,282,353.84
1103,1103,7,1974,40.37
1104,1104,19,1376,10.65
1105,1105,31,1825,66.95
1106,1106,55,1844,25.1
1107,1107,67,2341,17.77
1108,1108,130,1896,78.85
1109,1109,142,1785,30.95
1110,1110,151,1107,86.28
1111,1111,187,575,15.92
1112,1112,34,822,43.5
1113,1113,37,788,39.98
1114,1114,91,1899,55.77
1115,1115,172,522,222.98
1116,1116,13,595,18.61
