price_id,product_id,store_id,promotion_id,selling_price,competitor_price,discount_pct,effective_date
52,1,2,,84.16,78.9,0.0,2023-01-01
53,1,3,,79.79,83.54,0.0,2023-01-01
54,1,4,,83.78,85.31,0.0,2023-01-01
55,1,5,,90.17,88.9,0.0,2023-01-01
56,1,6,,85.93,88.32,0.0,2023-01-01
57,1,7,,79.85,82.94,0.0,2023-01-01
58,1,8,,84.82,83.0,0.0,2023-01-01
59,1,9,,85.57,87.8,0.0,2023-01-01
60,1,10,,84.16,89.85,0.0,2023-01-01
61,1,11,,81.89,83.1,0.0,2023-01-01
62,1,12,,83.34,80.77,0.0,2023-01-01
63,1,13,,81.24,82.73,0.0,2023-01-01
64,1,14,,84.84,87.96,0.0,2023-01-01
65,1,15,,83.99,86.37,0.0,2023-01-01
66,1,16,,85.87,89.06,0.0,2023-01-01
67,1,17,,85.72,90.38,0.0,2023-01-01
68,1,18,,88.39,90.83,0.0,2023-01-01
69,1,19,,91.57,92.51,0.0,2023-01-01
70,1,20,,88.87,95.08,0.0,2023-01-01
71,1,21,,83.7,81.77,0.0,2023-01-01
72,1,22,,88.71,88.27,0.0,2023-01-01
73,1,23,,84.52,84.42,0.0,2023-01-01
74,1,24,,91.43,91.15,0.0,2023-01-01
75,1,25,,84.85,89.44,0.0,2023-01-01
76,1,1,,85.47,82.36,0.0,2024-01-01
77,1,2,,82.76,84.26,0.0,2024-01-01
78,1,3,,82.14,82.75,0.0,2024-01-01
79,1,4,,83.42,86.24,0.0,2024-01-01
80,1,5,,90.07,90.89,0.0,2024-01-01
81,1,6,,85.63,89.04,0.0,2024-01-01
82,1,7,,81.57,83.45,0.0,2024-01-01
83,1,8,,84.95,85.25,0.0,2024-01-01
84,1,9,,84.28,86.75,0.0,2024-01-01
85,1,10,,84.77,84.65,0.0,2024-01-01
86,1,11,,79.81,82.07,0.0,2024-01-01
87,1,12,,84.89,83.02,0.0,2024-01-01
88,1,13,,80.56,77.7,0.0,2024-01-01
89,1,14,,85.96,90.29,0.0,2024-01-01
90,1,15,,84.61,83.45,0.0,2024-01-01
91,1,16,,85.2,85.53,0.0,2024-01-01
92,1,17,,86.01,80.65,0.0,2024-01-01
93,1,18,,87.8,88.64,0.0,2024-01-01
94,1,19,,88.4,89.69,0.0,2024-01-01
95,1,20,,90.47,85.89,0.0,2024-01-01
96,1,21,,84.2,86.42,0.0,2024-01-01
97,1,22,,90.66,90.61,0.0,2024-01-01
98,1,23,,83.41,84.41,0.0,2024-01-01
99,1,24,,89.3,92.7,0.0,2024-01-01
100,1,25,,84.59,81.98,0.0,2024-01-01
101,2,1,,40.41,40.51,0.0,2021-01-01
102,2,2,,39.48,39.83,0.0,2021-01-01
103,2,3,,39.09,40.21,0.0,2021-01-01
104,2,4,,39.68,40.85,0.0,2021-01-01
105,2,5,,42.03,42.28,0.0,2021-01-01
106,2,6,,40.04,38.62,0.0,2021-01-01
107,2,7,,38.17,40.53,0.0,2021-01-01
108,2,8,,39.6,41.27,0.0,2021-01-01
109,2,9,,40.27,40.45,0.0,2021-01-01
110,2,10,,39.42,37.79,0.0,2021-01-01
111,2,11,,37.91,38.37,0.0,2021-01-01
112,2,12,,40.76,42.91,0.0,2021-01-01
113,2,13,,37.67,36.48,0.0,2021-01-01
114,2,14,,39.45,42.08,0.0,2021-01-01
115,2,15,,39.58,37.92,0.0,2021-01-01
116,2,16,,40.19,40.51,0.0,2021-01-01
117,2,17,,39.56,40.5,0.0,2021-01-01
118,2,18,,41.72,38.91,0.0,2021-01-01
119,2,19,,41.69,40.9,0.0,2021-01-01
120,2,20,,43.21,43.5,0.0,2021-01-01
121,2,21,,40.41,39.4,0.0,2021-01-01
122,2,22,,42.77,45.56,0.0,2021-01-01
123,2,23,,39.77,42.55,0.0,2021-01-01
124,2,24,,42.63,44.11,0.0,2021-01-01
125,2,25,,39.6,40.39,0.0,2021-01-01
126,2,1,,42.82,45.56,0.0,2022-01-01
127,2,2,,43.49,42.86,0.0,2022-01-01
128,2,3,,41.82,44.07,0.0,2022-01-01
129,2,4,,42.95,40.44,0.0,2022-01-01
130,2,5,,44.75,42.1,0.0,2022-01-01
131,2,6,,42.13,44.94,0.0,2022-01-01
132,2,7,,40.61,41.7,0.0,2022-01-01
133,2,8,,43.03,43.82,0.0,2022-01-01
134,2,9,,42.3,42.77,0.0,2022-01-01
135,2,10,,43.01,43.43,0.0,2022-01-01
136,2,11,,40.57,41.84,0.0,2022-01-01
137,2,12,,42.07,42.61,0.0,2022-01-01
138,2,13,,40.98,39.55,0.0,2022-01-01
139,2,14,,43.33,41.36,0.0,2022-01-01
140,2,15,,43.54,45.88,0.0,2022-01-01
141,2,16,,42.56,41.4,0.0,2022-01-01
142,2,17,,42.18,44.64,0.0,2022-01-01
143,2,18,,45.6,42.61,0.0,2022-01-01
144,2,19,,45.39,42.76,0.0,2022-01-01
145,2,20,,45.5,45.56,0.0,2022-01-01
146,2,21,,42.09,43.95,0.0,2022-01-01
147,2,22,,44.94,45.2,0.0,2022-01-01
148,2,23,,43.04,45.83,0.0,2022-01-01
149,2,24,,45.36,48.01,0.0,2022-01-01
150,2,25,,42.55,44.68,0.0,2022-01-01
151,2,1,,41.95,43.17,0.0,2023-01-01
152,2,2,,41.7,44.54,0.0,2023-01-01
153,2,3,,41.44,41.1,0.0,2023-01-01
154,2,4,,42.44,43.02,0.0,2023-01-01
155,2,5,,44.54,45.63,0.0,2023-01-01
156,2,6,,42.74,42.89,0.0,2023-01-01
157,2,7,,40.13,42.49,0.0,2023-01-01
158,2,8,,41.75,42.51,0.0,2023-01-01
159,2,9,,41.73,39.66,0.0,2023-01-01
160,2,10,,41.59,40.79,0.0,2023-01-01
161,2,11,,40.93,41.05,0.0,2023-01-01
162,2,12,,42.7,43.75,0.0,2023-01-01
163,2,13,,40.12,37.63,0.0,2023-01-01
164,2,14,,42.61,43.52,0.0,2023-01-01
165,2,15,,42.5,40.99,0.0,2023-01-01
166,2,16,,42.93,40.38,0.0,2023-01-01
167,2,17,,42.62,40.36,0.0,2023-01-01
168,2,18,,45.22,44.7,0.0,2023-01-01
169,2,19,,45.34,42.5,0.0,2023-01-01
170,2,20,,45.04,42.8,0.0,2023-01-01
171,2,21,,42.71,40.44,0.0,2023-01-01
172,2,22,,44.18,45.5,0.0,2023-01-01
173,2,23,,41.66,40.05,0.0,2023-01-01
174,2,24,,45.53,47.5,0.0,2023-01-01
175,2,25,,43.0,41.95,0.0,2023-01-01
176,2,1,,42.25,43.87,0.0,2024-01-01
177,2,2,,41.59,42.9,0.0,2024-01-01
178,2,3,,39.86,42.17,0.0,2024-01-01
179,2,4,,42.43,42.39,0.0,2024-01-01
180,2,5,,44.7,42.71,0.0,2024-01-01
181,2,6,,41.94,43.27,0.0,2024-01-01
182,2,7,,40.58,40.75,0.0,2024-01-01
183,2,8,,41.69,42.8,0.0,2024-01-01
184,2,9,,42.02,40.15,0.0,2024-01-01
185,2,10,,42.95,42.99,0.0,2024-01-01
186,2,11,,40.56,43.29,0.0,2024-01-01
187,2,12,,41.97,44.57,0.0,2024-01-01
188,2,13,,40.83,41.59,0.0,2024-01-01
189,2,14,,41.75,39.13,0.0,2024-01-01
190,2,15,,42.09,39.2,0.0,2024-01-01
191,2,16,,41.48,42.03,0.0,2024-01-01
192,2,17,,42.58,40.6,0.0,2024-01-01
193,2,18,,45.15,47.99,0.0,2024-01-01
194,2,19,,45.17,46.97,0.0,2024-01-01
195,2,20,,45.09,43.35,0.0,2024-01-01
196,2,21,,41.97,44.61,0.0,2024-01-01
197,2,22,,45.02,46.84,0.0,2024-01-01
198,2,23,,42.99,41.37,0.0,2024-01-01
199,2,24,,44.41,45.31,0.0,2024-01-01
200,2,25,,41.4,41.81,0.0,2024-01-01
201,3,1,,75.93,77.1,0.0,2021-01-01
202,3,2,,74.39,76.72,0.0,2021-01-01
203,3,3,,70.98,74.9,0.0,2021-01-01
204,3,4,,73.8,77.56,0.0,2021-01-01
205,3,5,,79.49,78.7,0.0,2021-01-01
206,3,6,,75.0,71.85,0.0,2021-01-01
207,3,7,,71.88,75.4,0.0,2021-01-01
208,3,8,,75.9,72.32,0.0,2021-01-01
209,3,9,,75.52,79.29,0.0,2021-01-01
210,3,10,,75.96,75.17,0.0,2021-01-01
211,3,11,,70.7,74.97,0.0,2021-01-01
212,3,12,,74.69,73.24,0.0,2021-01-01
213,3,13,,72.75,70.35,0.0,2021-01-01
214,3,14,,76.0,71.49,0.0,2021-01-01
215,3,15,,75.72,80.66,0.0,2021-01-01
216,3,16,,76.49,81.03,0.0,2021-01-01
217,3,17,,76.11,73.75,0.0,2021-01-01
218,3,18,,80.98,85.83,0.0,2021-01-01
219,3,19,,79.61,78.52,0.0,2021-01-01
220,3,20,,78.26,79.25,0.0,2021-01-01
221,3,21,,75.6,74.58,0.0,2021-01-01
222,3,22,,79.2,80.01,0.0,2021-01-01
223,3,23,,73.58,78.3,0.0,2021-01-01
224,3,24,,78.83,74.87,0.0,2021-01-01
225,3,25,,73.52,77.19,0.0,2021-01-01
226,3,1,,81.42,76.81,0.0,2022-01-01
227,3,2,,79.13,78.55,0.0,2022-01-01
228,3,3,,76.07,78.58,0.0,2022-01-01
229,3,4,,78.83,79.38,0.0,2022-01-01
230,3,5,,84.67,84.25,0.0,2022-01-01
231,3,6,,80.01,76.12,0.0,2022-01-01
232,3,7,,76.18,71.54,0.0,2022-01-01
233,3,8,,79.02,84.31,0.0,2022-01-01
234,3,9,,79.54,77.39,0.0,2022-01-01
235,3,10,,79.05,81.87,0.0,2022-01-01
236,3,11,,78.35,81.53,0.0,2022-01-01
237,3,12,,80.61,84.14,0.0,2022-01-01
238,3,13,,76.74,80.6,0.0,2022-01-01
239,3,14,,81.21,75.54,0.0,2022-01-01
240,3,15,,80.21,77.57,0.0,2022-01-01
241,3,16,,78.92,82.75,0.0,2022-01-01
242,3,17,,78.67,81.2,0.0,2022-01-01
243,3,18,,86.73,86.51,0.0,2022-01-01
244,3,19,,84.63,85.88,0.0,2022-01-01
245,3,20,,86.1,82.97,0.0,2022-01-01
246,3,21,,79.45,80.64,0.0,2022-01-01
247,3,22,,86.56,84.12,0.0,2022-01-01
248,3,23,,79.85,85.36,0.0,2022-01-01
249,3,24,,83.96,78.99,0.0,2022-01-01
250,3,25,,80.54,75.18,0.0,2022-01-01
251,3,1,,78.48,79.82,0.0,2023-01-01
252,3,2,,80.01,80.13,0.0,2023-01-01
253,3,3,,75.97,76.78,0.0,2023-01-01
254,3,4,,79.96,83.36,0.0,2023-01-01
255,3,5,,85.26,87.23,0.0,2023-01-01
256,3,6,,80.75,84.57,0.0,2023-01-01
257,3,7,,75.2,80.01,0.0,2023-01-01
258,3,8,,80.75,78.73,0.0,2023-01-01
259,3,9,,77.97,79.1,0.0,2023-01-01
260,3,10,,79.3,82.07,0.0,2023-01-01
261,3,11,,76.4,71.87,0.0,2023-01-01
262,3,12,,78.69,82.9,0.0,2023-01-01
263,3,13,,74.91,77.39,0.0,2023-01-01
264,3,14,,78.84,78.32,0.0,2023-01-01
265,3,15,,79.6,76.81,0.0,2023-01-01
266,3,16,,79.98,82.15,0.0,2023-01-01
267,3,17,,78.18,76.8,0.0,2023-01-01
268,3,18,,85.09,87.73,0.0,2023-01-01
269,3,19,,84.42,87.7,0.0,2023-01-01
270,3,20,,82.95,78.52,0.0,2023-01-01
271,3,21,,80.0,82.17,0.0,2023-01-01
272,3,22,,85.33,81.52,0.0,2023-01-01
273,3,23,,79.55,81.34,0.0,2023-01-01
274,3,24,,83.34,83.54,0.0,2023-01-01
275,3,25,,79.94,76.74,0.0,2023-01-01
276,3,1,,78.73,75.6,0.0,2024-01-01
277,3,2,,80.4,77.44,0.0,2024-01-01
278,3,3,,74.81,69.94,0.0,2024-01-01
279,3,4,,77.68,74.33,0.0,2024-01-01
280,3,5,,84.24,78.55,0.0,2024-01-01
281,3,6,,78.45,73.6,0.0,2024-01-01
282,3,7,,75.67,70.89,0.0,2024-01-01
283,3,8,,79.47,81.57,0.0,2024-01-01
284,3,9,,79.86,76.78,0.0,2024-01-01
285,3,10,,80.29,82.43,0.0,2024-01-01
286,3,11,,74.61,73.99,0.0,2024-01-01
287,3,12,,79.97,77.85,0.0,2024-01-01
288,3,13,,75.6,76.97,0.0,2024-01-01
289,3,14,,77.72,82.8,0.0,2024-01-01
290,3,15,,78.09,72.92,0.0,2024-01-01
291,3,16,,77.56,76.47,0.0,2024-01-01
292,3,17,,80.34,83.94,0.0,2024-01-01
293,3,18,,85.25,85.65,0.0,2024-01-01
294,3,19,,83.7,82.36,0.0,2024-01-01
295,3,20,,82.35,87.07,0.0,2024-01-01
296,3,21,,79.11,78.61,0.0,2024-01-01
297,3,22,,83.92,87.38,0.0,2024-01-01
298,3,23,,78.25,80.55,0.0,2024-01-01
299,3,24,,84.58,88.72,0.0,2024-01-01
300,3,25,,77.57,73.99,0.0,2024-01-01
301,4,1,,159.81,167.65,0.0,2021-01-01
302,4,2,,162.98,165.14,0.0,2021-01-01
303,4,3,,151.83,145.13,0.0,2021-01-01
304,4,4,,160.89,154.36,0.0,2021-01-01
305,4,5,,169.96,177.93,0.0,2021-01-01
306,4,6,,159.29,156.58,0.0,2021-01-01
307,4,7,,150.75,145.56,0.0,2021-01-01
308,4,8,,161.27,158.12,0.0,2021-01-01
309,4,9,,157.81,149.1,0.0,2021-01-01
310,4,10,,157.41,160.92,0.0,2021-01-01
311,4,11,,154.29,154.69,0.0,2021-01-01
312,4,12,,160.0,152.23,0.0,2021-01-01
313,4,13,,153.6,144.14,0.0,2021-01-01
314,4,14,,162.73,152.66,0.0,2021-01-01
315,4,15,,159.51,148.36,0.0,2021-01-01
316,4,16,,161.83,154.27,0.0,2021-01-01
317,4,17,,162.72,152.33,0.0,2021-01-01
318,4,18,,171.78,175.55,0.0,2021-01-01
319,4,19,,167.9,160.91,0.0,2021-01-01
320,4,20,,168.63,176.38,0.0,2021-01-01
321,4,21,,162.32,154.94,0.0,2021-01-01
322,4,22,,168.61,162.41,0.0,2021-01-01
323,4,23,,157.58,160.81,0.0,2021-01-01
324,4,24,,168.55,162.07,0.0,2021-01-01
325,4,25,,162.34,167.98,0.0,2021-01-01
326,4,1,,173.07,161.9,0.0,2022-01-01
327,4,2,,174.04,175.86,0.0,2022-01-01
328,4,3,,164.38,153.12,0.0,2022-01-01
329,4,4,,173.92,174.99,0.0,2022-01-01
330,4,5,,183.83,187.83,0.0,2022-01-01
331,4,6,,173.23,177.91,0.0,2022-01-01
332,4,7,,167.12,160.7,0.0,2022-01-01
333,4,8,,169.16,174.19,0.0,2022-01-01
334,4,9,,171.21,173.59,0.0,2022-01-01
335,4,10,,172.63,173.78,0.0,2022-01-01
336,4,11,,166.24,162.02,0.0,2022-01-01
337,4,12,,173.66,164.12,0.0,2022-01-01
338,4,13,,165.23,174.25,0.0,2022-01-01
339,4,14,,169.51,165.4,0.0,2022-01-01
340,4,15,,169.87,171.4,0.0,2022-01-01
341,4,16,,170.6,161.24,0.0,2022-01-01
342,4,17,,173.88,166.69,0.0,2022-01-01
343,4,18,,181.72,184.13,0.0,2022-01-01
344,4,19,,178.14,168.06,0.0,2022-01-01
345,4,20,,184.9,189.16,0.0,2022-01-01
346,4,21,,168.01,174.93,0.0,2022-01-01
347,4,22,,181.53,170.73,0.0,2022-01-01
348,4,23,,172.44,172.42,0.0,2022-01-01
349,4,24,,179.33,188.81,0.0,2022-01-01
350,4,25,,169.77,164.65,0.0,2022-01-01
351,4,1,,168.06,174.35,0.0,2023-01-01
352,4,2,,171.0,180.65,0.0,2023-01-01
353,4,3,,161.05,167.51,0.0,2023-01-01
354,4,4,,170.1,165.54,0.0,2023-01-01
355,4,5,,176.44,184.32,0.0,2023-01-01
356,4,6,,167.84,170.94,0.0,2023-01-01
357,4,7,,163.13,151.81,0.0,2023-01-01
358,4,8,,172.95,180.56,0.0,2023-01-01
359,4,9,,169.51,173.79,0.0,2023-01-01
360,4,10,,169.44,175.24,0.0,2023-01-01
361,4,11,,160.43,159.23,0.0,2023-01-01
362,4,12,,168.48,167.53,0.0,2023-01-01
363,4,13,,162.49,154.37,0.0,2023-01-01
364,4,14,,172.83,161.11,0.0,2023-01-01
365,4,15,,166.28,163.33,0.0,2023-01-01
366,4,16,,170.42,162.78,0.0,2023-01-01
367,4,17,,169.83,175.13,0.0,2023-01-01
368,4,18,,176.86,188.85,0.0,2023-01-01
369,4,19,,178.6,182.16,0.0,2023-01-01
370,4,20,,176.98,182.17,0.0,2023-01-01
371,4,21,,171.91,162.41,0.0,2023-01-01
372,4,22,,177.09,171.66,0.0,2023-01-01
373,4,23,,166.29,177.61,0.0,2023-01-01
374,4,24,,180.48,183.2,0.0,2023-01-01
375,4,25,,172.71,180.74,0.0,2023-01-01
376,4,1,,170.92,167.08,0.0,2024-01-01
377,4,2,,167.68,162.79,0.0,2024-01-01
378,4,3,,161.05,158.11,0.0,2024-01-01
379,4,4,,166.37,163.01,0.0,2024-01-01
380,4,5,,178.55,173.78,0.0,2024-01-01
381,4,6,,166.54,163.59,0.0,2024-01-01
382,4,7,,161.92,166.92,0.0,2024-01-01
383,4,8,,170.23,163.14,0.0,2024-01-01
384,4,9,,165.67,161.12,0.0,2024-01-01
385,4,10,,166.48,164.05,0.0,2024-01-01
386,4,11,,165.16,157.79,0.0,2024-01-01
387,4,12,,167.58,172.86,0.0,2024-01-01
388,4,13,,162.11,151.76,0.0,2024-01-01
389,4,14,,166.52,176.67,0.0,2024-01-01
390,4,15,,166.12,169.26,0.0,2024-01-01
391,4,16,,170.77,165.16,0.0,2024-01-01
392,4,17,,170.32,162.45,0.0,2024-01-01
393,4,18,,177.39,172.72,0.0,2024-01-01
394,4,19,,182.48,175.19,0.0,2024-01-01
395,4,20,,176.27,186.78,0.0,2024-01-01
396,4,21,,166.52,175.36,0.0,2024-01-01
397,4,22,,180.0,181.94,0.0,2024-01-01
398,4,23,,170.5,175.89,0.0,2024-01-01
399,4,24,,176.14,188.46,0.0,2024-01-01
400,4,25,,171.78,181.32,0.0,2024-01-01
401,5,1,,38.19,38.31,0.0,2021-01-01
402,5,2,,38.06,35.48,0.0,2021-01-01
403,5,3,,36.48,37.11,0.0,2021-01-01
404,5,4,,38.24,37.34,0.0,2021-01-01
405,5,5,,40.23,41.0,0.0,2021-01-01
406,5,6,,37.89,40.34,0.0,2021-01-01
407,5,7,,36.78,34.21,0.0,2021-01-01
408,5,8,,37.28,38.27,0.0,2021-01-01
409,5,9,,37.87,39.67,0.0,2021-01-01
410,5,10,,37.5,34.95,0.0,2021-01-01
411,5,11,,36.32,37.52,0.0,2021-01-01
412,5,12,,38.72,40.8,0.0,2021-01-01
413,5,13,,36.46,38.06,0.0,2021-01-01
414,5,14,,37.35,37.73,0.0,2021-01-01
415,5,15,,38.64,38.08,0.0,2021-01-01
416,5,16,,38.7,37.19,0.0,2021-01-01
417,5,17,,37.4,37.53,0.0,2021-01-01
418,5,18,,40.94,39.86,0.0,2021-01-01
419,5,19,,40.76,38.87,0.0,2021-01-01
420,5,20,,40.68,41.0,0.0,2021-01-01
421,5,21,,37.51,38.66,0.0,2021-01-01
422,5,22,,40.62,40.71,0.0,2021-01-01
423,5,23,,37.58,35.65,0.0,2021-01-01
424,5,24,,41.02,41.91,0.0,2021-01-01
425,5,25,,38.47,39.53,0.0,2021-01-01
426,5,1,,41.2,39.25,0.0,2022-01-01
427,5,2,,40.66,41.61,0.0,2022-01-01
428,5,3,,38.41,36.53,0.0,2022-01-01
429,5,4,,40.88,42.99,0.0,2022-01-01
430,5,5,,43.38,40.56,0.0,2022-01-01
431,5,6,,41.43,39.34,0.0,2022-01-01
432,5,7,,38.62,41.19,0.0,2022-01-01
433,5,8,,41.1,43.61,0.0,2022-01-01
434,5,9,,41.16,42.03,0.0,2022-01-01
435,5,10,,40.31,39.33,0.0,2022-01-01
436,5,11,,39.73,41.74,0.0,2022-01-01
437,5,12,,40.43,39.71,0.0,2022-01-01
438,5,13,,38.72,37.78,0.0,2022-01-01
439,5,14,,41.25,38.42,0.0,2022-01-01
440,5,15,,40.56,43.07,0.0,2022-01-01
441,5,16,,40.73,40.45,0.0,2022-01-01
442,5,17,,40.35,37.94,0.0,2022-01-01
443,5,18,,42.62,40.18,0.0,2022-01-01
444,5,19,,42.46,40.46,0.0,2022-01-01
445,5,20,,42.76,39.83,0.0,2022-01-01
446,5,21,,41.39,39.21,0.0,2022-01-01
447,5,22,,42.9,45.18,0.0,2022-01-01
448,5,23,,40.02,39.93,0.0,2022-01-01
449,5,24,,43.69,44.04,0.0,2022-01-01
450,5,25,,40.19,41.52,0.0,2022-01-01
451,5,1,,40.57,39.79,0.0,2023-01-01
452,5,2,,39.55,36.83,0.0,2023-01-01
453,5,3,,39.17,38.19,0.0,2023-01-01
454,5,4,,39.7,39.8,0.0,2023-01-01
455,5,5,,43.42,40.43,0.0,2023-01-01
456,5,6,,39.56,39.1,0.0,2023-01-01
457,5,7,,38.94,38.81,0.0,2023-01-01
458,5,8,,40.92,38.31,0.0,2023-01-01
459,5,9,,40.02,39.19,0.0,2023-01-01
460,5,10,,40.02,39.95,0.0,2023-01-01
461,5,11,,39.12,38.12,0.0,2023-01-01
462,5,12,,40.67,38.66,0.0,2023-01-01
463,5,13,,38.76,38.08,0.0,2023-01-01
464,5,14,,40.34,38.12,0.0,2023-01-01
465,5,15,,41.01,43.34,0.0,2023-01-01
466,5,16,,40.81,43.05,0.0,2023-01-01
467,5,17,,39.71,39.73,0.0,2023-01-01
468,5,18,,42.39,44.69,0.0,2023-01-01
469,5,19,,42.17,40.52,0.0,2023-01-01
470,5,20,,43.02,40.54,0.0,2023-01-01
471,5,21,,40.65,39.33,0.0,2023-01-01
472,5,22,,42.97,45.21,0.0,2023-01-01
473,5,23,,40.46,38.83,0.0,2023-01-01
474,5,24,,41.93,39.26,0.0,2023-01-01
475,5,25,,39.62,40.06,0.0,2023-01-01
476,5,1,,39.85,38.42,0.0,2024-01-01
477,5,2,,39.64,42.13,0.0,2024-01-01
478,5,3,,37.9,36.86,0.0,2024-01-01
479,5,4,,40.04,37.24,0.0,2024-01-01
480,5,5,,43.21,40.78,0.0,2024-01-01
481,5,6,,40.38,41.11,0.0,2024-01-01
482,5,7,,38.96,39.79,0.0,2024-01-01
483,5,8,,40.52,40.07,0.0,2024-01-01
484,5,9,,40.07,41.2,0.0,2024-01-01
485,5,10,,40.2,40.26,0.0,2024-01-01
486,5,11,,38.03,36.74,0.0,2024-01-01
487,5,12,,39.86,37.12,0.0,2024-01-01
488,5,13,,38.36,35.69,0.0,2024-01-01
489,5,14,,40.19,41.34,0.0,2024-01-01
490,5,15,,40.19,41.28,0.0,2024-01-01
491,5,16,,39.29,36.87,0.0,2024-01-01
492,5,17,,40.41,42.12,0.0,2024-01-01
493,5,18,,42.87,43.85,0.0,2024-01-01
494,5,19,,42.85,44.29,0.0,2024-01-01
495,5,20,,42.88,44.31,0.0,2024-01-01
496,5,21,,39.41,37.0,0.0,2024-01-01
497,5,22,,42.26,42.42,0.0,2024-01-01
498,5,23,,40.51,39.57,0.0,2024-01-01
499,5,24,,42.11,43.77,0.0,2024-01-01
500,5,25,,39.69,41.47,0.0,2024-01-01
501,6,1,,69.1,67.74,0.0,2021-01-01
502,6,2,,69.72,67.76,0.0,2021-01-01
503,6,3,,65.87,63.43,0.0,2021-01-01
504,6,4,,69.55,67.74,0.0,2021-01-01
505,6,5,,75.05,70.29,0.0,2021-01-01
506,6,6,,69.69,65.18,0.0,2021-01-01
507,6,7,,68.36,71.14,0.0,2021-01-01
508,6,8,,71.35,75.45,0.0,2021-01-01
509,6,9,,69.48,71.34,0.0,2021-01-01
510,6,10,,69.46,73.24,0.0,2021-01-01
511,6,11,,66.96,65.8,0.0,2021-01-01
512,6,12,,71.16,74.51,0.0,2021-01-01
513,6,13,,68.45,64.3,0.0,2021-01-01
514,6,14,,69.28,67.35,0.0,2021-01-01
515,6,15,,69.79,69.53,0.0,2021-01-01
516,6,16,,69.42,72.24,0.0,2021-01-01
517,6,17,,69.23,71.13,0.0,2021-01-01
518,6,18,,75.24,76.33,0.0,2021-01-01
519,6,19,,73.77,70.55,0.0,2021-01-01
520,6,20,,73.11,75.61,0.0,2021-01-01
521,6,21,,69.91,65.47,0.0,2021-01-01
522,6,22,,75.64,77.45,0.0,2021-01-01
523,6,23,,70.96,70.35,0.0,2021-01-01
524,6,24,,75.55,72.37,0.0,2021-01-01
525,6,25,,69.12,72.9,0.0,2021-01-01
526,6,1,,76.07,76.06,0.0,2022-01-01
527,6,2,,73.78,71.77,0.0,2022-01-01
528,6,3,,72.63,76.15,0.0,2022-01-01
529,6,4,,74.44,69.87,0.0,2022-01-01
530,6,5,,79.92,82.6,0.0,2022-01-01
531,6,6,,74.67,75.54,0.0,2022-01-01
532,6,7,,73.31,70.69,0.0,2022-01-01
533,6,8,,75.12,76.29,0.0,2022-01-01
534,6,9,,75.05,78.93,0.0,2022-01-01
535,6,10,,75.21,75.29,0.0,2022-01-01
